name,latitude,longitude,altitude_km,dist_from_equator,risk_level
STARLINK-1863,50.78875009309571,178.4713736143618,445.42773247214404,50.78875009309571,High
STARLINK-1866,21.10446077898877,97.11575395745244,340.63700487978895,21.10446077898877,Medium
STARLINK-1871,-14.671523158981577,120.45464463377516,551.4944555268778,14.671523158981577,Medium
STARLINK-1873,-28.77079139721134,-34.006680861764295,556.489330612256,28.77079139721134,Medium
STARLINK-1876,28.592098248977702,145.80137265087652,547.9105719853912,28.592098248977702,Medium
STARLINK-1877,-6.283170749150243,56.60216700862544,274.79591149712707,6.283170749150243,Low
STARLINK-1888,-18.610535986717966,107.15812389536858,552.7752717512499,18.610535986717966,Medium
STARLINK-1890,34.88989456310917,93.96346560158862,298.8997612006692,34.88989456310917,Medium
STARLINK-1912,14.511995835793448,-59.418493496496026,547.0071763004543,14.511995835793448,Medium
STARLINK-1913,-35.80983051763462,-5.59856173200796,559.3129718853894,35.80983051763462,Medium
LUCAS (JDRS-1),-0.0019061040336247484,90.75216323467484,35772.866750603695,0.0019061040336247484,Low
FALCON EYE 2,-49.94555196730828,88.07917999384019,633.8446413448144,49.94555196730828,Medium
GONETS-M 20,57.29063131122308,24.764369308187057,1517.341080289394,57.29063131122308,High
GONETS-M 21,-52.5863448376829,45.33994699853952,1509.2809847171825,52.5863448376829,High
GONETS-M 22,-1.890486884559407,-144.05521645172286,1497.120522657317,1.890486884559407,Low
COSMOS 2548,48.6270427153751,-135.5538306821543,1507.1173620818088,48.6270427153751,Medium
GAOFEN-14,64.08933306798393,109.71189561227868,495.2769289036433,64.08933306798393,High
GECAM-A,29.069033627061113,52.54016303401865,567.4428302270031,29.069033627061113,Medium
GECAM-B,19.5665721588667,0.3240098084517905,557.9601582074567,19.5665721588667,Medium
SXM-7,-0.012379591097859785,-85.14908302396415,35790.54015161514,0.012379591097859785,Low
IPM 2 & BREEZE-M R/B,4.226655013757389,-160.59353523405912,37591.80695402542,4.226655013757389,Low
CMS-01,-0.012939139923261405,83.04754788847488,35794.476411767246,0.012939139923261405,Low
ONEWEB-0102,-75.13973993616062,99.17226682799715,1242.5390192345028,75.13973993616062,High
ONEWEB-0109,-66.60281217782952,-68.0510953239479,1240.539095557542,66.60281217782952,High
ONEWEB-0110,56.04323364886714,-76.05191029636909,1222.066537079931,56.04323364886714,High
ONEWEB-0111,-21.7788916203374,106.24518335441827,1222.0873118393267,21.7788916203374,Medium
ONEWEB-0114,-13.109986448251009,-72.42508734115475,1220.02612536372,13.109986448251009,Medium
ONEWEB-0117,-51.41835448962776,-70.28889285894554,1235.01855140358,51.41835448962776,High
ONEWEB-0118,77.8680074103087,116.9005966510585,1225.3571498313763,77.8680074103087,High
ONEWEB-0119,-52.399807475398866,104.38694464366631,1235.031632899714,52.399807475398866,High
ONEWEB-0120,-20.135885083550527,-72.11823468068245,1222.2049146876072,20.135885083550527,Medium
ONEWEB-0121,-74.09088695522917,-65.52203340795388,1242.379094552024,74.09088695522917,High
ONEWEB-0122,-81.9921808543416,91.97366009039395,1243.6215504681406,81.9921808543416,High
ONEWEB-0123,-60.01844898641521,103.46988515316478,1237.9704512362823,60.01844898641521,High
ONEWEB-0124,-6.380491381694073,106.8779773775646,1217.4953258543683,6.380491381694073,Low
ONEWEB-0125,78.74670620873141,-83.54480774543485,1225.942556687274,78.74670620873141,High
ONEWEB-0126,0.5441220262896833,107.10504685743032,1216.246531213814,0.5441220262896833,Low
ONEWEB-0127,17.658194651295265,-73.5601713169866,1215.8696811845728,17.658194651295265,Medium
ONEWEB-0128,55.126264965854745,110.14939304185084,1221.6315347019042,55.126264965854745,High
ONEWEB-0129,25.32368378269648,-73.91544777904774,1216.1877667534823,25.32368378269648,Medium
ONEWEB-0130,24.42948642756593,108.03503566657209,1215.8207299438307,24.42948642756593,Medium
ONEWEB-0131,39.752121871242295,108.85339078417785,1218.288290915923,39.752121871242295,Medium
ONEWEB-0132,-81.65013710619672,-58.42296033256295,1243.3740342554331,81.65013710619672,High
ONEWEB-0133,-6.059835717468971,-72.6914265595022,1217.9835613559185,6.059835717468971,Low
ONEWEB-0134,-29.45744388655685,105.88227992196474,1225.3322659517137,29.45744388655685,Medium
ONEWEB-0135,71.25949028165468,-79.09968371288369,1224.6995151651736,71.25949028165468,High
ONEWEB-0136,16.74542584472106,107.70519806902277,1215.3826916447802,16.74542584472106,Medium
ONEWEB-0137,-36.15123691456893,-71.3832770267624,1228.6759058396344,36.15123691456893,Medium
ONEWEB-0138,-44.746510818582955,105.00883702691648,1231.8106001539127,44.746510818582955,Medium
ONEWEB-0139,49.05471450438256,-75.33928982703561,1220.6596650004258,49.05471450438256,Medium
ONEWEB-0140,-14.101116858755205,106.54160821634396,1219.6146062411724,14.101116858755205,Medium
ONEWEB-0141,47.67878844693541,-75.22158633569194,1220.5025183066705,47.67878844693541,Medium
ONEWEB-0142,-4.756064291796783,-72.73822440201891,1217.9669480301259,4.756064291796783,Low
ONEWEB-0143,40.6598680292728,-74.71337576217029,1218.9165809617741,40.6598680292728,Medium
ONEWEB-0144,-87.84246451494474,3.89616532574876,1244.2046842743546,87.84246451494474,High
ONEWEB-0145,47.440423986057375,109.38829367161739,1219.802771457818,47.440423986057375,Medium
ONEWEB-0146,62.73046485540973,111.16569061228356,1223.4125935855386,62.73046485540973,High
ONEWEB-0147,-43.75525088432378,-70.92142169252239,1231.750004982683,43.75525088432378,Medium
XJY-7,-50.060847698660766,118.31617106632736,421.72823808800683,50.060847698660766,High
YAOGAN-33 01,-64.61232089851126,107.11420276966363,722.832524092897,64.61232089851126,High
WEINA 2,-36.15483701017878,-92.27088992211155,694.55516806208,36.15483701017878,Medium
TURKSAT 5A,-0.02518582091607321,30.929632011132785,35785.526382427495,0.02518582091607321,Low
TIANTONG-1 3,2.1971997419750102,81.48564384704173,35779.68228882353,2.1971997419750102,Low
GMS-T,-89.81040655679436,-45.97494150153728,1227.2931945427456,89.81040655679436,High
STARLINK-2017,5.323609001986584,-144.27098283639359,547.4417672946256,5.323609001986584,Low
STARLINK-2034,-52.41097926198786,148.06346015332463,566.2661122800969,52.41097926198786,High
STARLINK-2045,27.99929060226585,-6.688607504682941,547.9679717853784,27.99929060226585,Medium
STARLINK-2046,20.671324259443097,20.89669484306587,547.1711576935227,20.671324259443097,Medium
STARLINK-2047,-33.486596272784645,172.09015022684213,558.2421712088819,33.486596272784645,Medium
STARLINK-2049,47.35962886274712,-83.9369897925044,551.8954438759413,47.35962886274712,Medium
STARLINK-2050,14.757576936170464,60.80692061275001,546.981637823543,14.757576936170464,Medium
STARLINK-2055,9.472080011800438,-131.09615599432698,546.7615953826628,9.472080011800438,Low
STARLINK-2069,32.88663013428271,-123.5640793779094,438.9126602958385,32.88663013428271,Medium
STARLINK-2071,-26.2370493282964,-159.88534877111948,555.5056164056737,26.2370493282964,Medium
STARLINK-2076,52.43380399728348,-31.747202241464848,552.8294805291547,52.43380399728348,High
STARLINK-2081,-51.67101232038276,-179.35372588447686,565.9857013737999,51.67101232038276,High
STARLINK-2082,29.792937271484938,46.38818163431886,548.6510670771115,29.792937271484938,Medium
STARLINK-2084,-1.4409524924024995,72.8247252538767,548.2253083723018,1.4409524924024995,Low
STARLINK-2086,17.14798492690821,-134.9136522561801,547.3038092629582,17.14798492690821,Medium
STARLINK-2088,51.65288823443434,0.746346112336564,552.6126283199261,51.65288823443434,High
STARLINK-2092,42.98568072081506,27.548592089100104,550.7471219370533,42.98568072081506,Medium
STARLINK-2093,17.205322014434604,-94.89349790882473,546.8023258665271,17.205322014434604,Medium
STARLINK-2094,-14.713380083241942,-119.58063943705356,551.3314011190272,14.713380083241942,Medium
STARLINK-2096,-29.964810337634198,-133.79939476997583,556.9407314483874,29.964810337634198,Medium
STARLINK-2097,32.185084669946036,-80.16992485896273,548.5713439541975,32.185084669946036,Medium
STARLINK-2098,52.38944115592502,-72.11676750033796,552.984404626908,52.38944115592502,High
STARLINK-2099,35.758728413371365,-115.67496303527209,549.3778779859596,35.758728413371365,Medium
STARLINK-2100,-47.38455521241146,96.13161894320068,564.1238481866571,47.38455521241146,Medium
STARLINK-2101,16.55039612743991,33.99030867705805,547.1989666452732,16.55039612743991,Medium
STARLINK-2102,-50.13418828455706,158.15478393702153,565.1891863335494,50.13418828455706,High
STARLINK-2103,32.07561863284634,-120.02366157884596,548.8197164005354,32.07561863284634,Medium
STARLINK-2104,5.107865310618338,-134.17871693712607,547.3807681351753,5.107865310618338,Low
STARLINK-2105,21.07592163947614,-121.49917287375257,547.352553385829,21.07592163947614,Medium
STARLINK-2106,-35.74916352304427,74.32192959440113,559.3167152842061,35.74916352304427,Medium
STARLINK-2109,-32.31924957675314,99.98842371569609,557.7353846826285,32.31924957675314,Medium
STARLINK-2110,-18.53764077546,-142.78939727265347,552.7607704740622,18.53764077546,Medium
STARLINK-2111,1.2523126665344624,-107.31589901473512,547.5945098441325,1.2523126665344624,Low
STARLINK-2112,-36.77551178557144,-172.24775281212814,559.494343666002,36.77551178557144,Medium
STARLINK-2113,-40.08614871878569,-177.27381517676818,560.9876966650224,40.08614871878569,Medium
STARLINK-2114,12.733098710052912,7.368757536137956,547.0749635479563,12.733098710052912,Medium
STARLINK-2117,44.860183546051445,-100.15483882119578,551.3023019027067,44.860183546051445,Medium
STARLINK-2119,-17.348534572574188,85.25791512959637,552.1214254339928,17.348534572574188,Medium
STARLINK-2121,22.458308283468458,33.97546206649247,547.5991184130924,22.458308283468458,Medium
STARLINK-2122,1.153926553955199,-147.3831276951186,548.0200029682743,1.153926553955199,Low
STARLINK-2123,-53.06782092262192,126.0831452803499,566.6577994856127,53.06782092262192,High
STARLINK-2128,26.102846229321948,20.24532076028163,547.9294091724413,26.102846229321948,Medium
STARLINK-2130,-44.90325886997729,119.94208447056532,563.0719541878842,44.90325886997729,Medium
STARLINK-2133,53.0757222110064,-53.79066007742241,553.1409548031661,53.0757222110064,High
STARLINK-2134,35.571820114417825,-105.91712339621608,549.303831747682,35.571820114417825,Medium
STARLINK-2135,-21.185826266733937,58.59681876360579,553.4855159516775,21.185826266733937,Medium
ASTROCAST-0101,-41.47151620612485,72.67468322181959,450.98890801382703,41.47151620612485,Medium
CUBEL,8.65624471413242,-108.46513856822465,471.96685018013073,8.65624471413242,Low
CELESTIS-17 & SHERPA-FX1,-51.58035084271304,58.310746213478254,509.77467220754176,51.58035084271304,High
ASTROCAST-0103,17.748290792915995,-101.43404697626288,425.79426410205235,17.748290792915995,Medium
HAWK-2C,82.73945201580773,163.9416877995952,487.40056263136256,82.73945201580773,High
ION SCV-002,20.350506860745398,-152.29282088916625,456.45943302978,20.350506860745398,Medium
HAWK-2A,82.5382396241136,173.9506685033656,487.80892614487476,82.5382396241136,High
HAWK-2B,82.28518205859405,179.49867452567906,487.2564449979343,82.28518205859405,High
GHGSAT-C2,48.90802583283477,79.55328109036999,473.8283872348885,48.90802583283477,Medium
ICEYE-X8,81.66867894261168,-154.12397941964144,391.95656485582197,81.66867894261168,High
ASTROCAST-0105,71.88010725971576,98.24058543529065,441.31760926064544,71.88010725971576,High
ASTROCAST-0104,0.028617196294265314,-100.53313162741645,431.40609791926727,0.028617196294265314,Low
YAOGAN-31 02A,57.55481901022236,115.41106655709181,1062.3028107715566,57.55481901022236,High
YAOGAN-31 02B,57.56093557445187,114.45724749405112,1062.0197582928927,57.56093557445187,High
YAOGAN-31 02C,58.116497075843284,116.07503314340957,1063.9862233017386,58.116497075843284,High
COSMOS 2549,-13.388707931943049,-151.38084374008906,907.4778218388635,13.388707931943049,Medium
STARLINK-1940,41.60660642922789,-138.45829089660228,353.42016307616274,41.60660642922789,Medium
STARLINK-1954,-44.89546986863568,79.92482216564858,563.1857582789772,44.89546986863568,Medium
STARLINK-1955,33.70896159223954,-100.39118210954152,522.11356810517,33.70896159223954,Medium
STARLINK-1957,24.78018438592022,174.59861917998336,204.37067458451304,24.78018438592022,Medium
STARLINK-1958,-9.41218713067277,18.863511720852834,549.8105052862841,9.41218713067277,Low
STARLINK-1959,-37.19714880324221,7.898601147324292,335.26518108173866,37.19714880324221,Medium
STARLINK-1962,51.64971447343475,-39.22480281575114,552.9253586516134,51.64971447343475,High
STARLINK-1964,45.707551561132796,-28.308253068876624,551.286108078497,45.707551561132796,Medium
STARLINK-1965,-42.92273496737617,47.99064089044636,520.0595572517199,42.92273496737617,Medium
STARLINK-1966,-43.124925161767045,148.21049418346544,391.0569127535226,43.124925161767045,Medium
STARLINK-1967,6.597508786504249,46.782556547263745,547.3140444735055,6.597508786504249,Low
STARLINK-1971,-51.21419527426404,90.29873096656772,565.4996266019754,51.21419527426404,High
STARLINK-1975,13.242777652471405,-148.117490907837,547.1298077203188,13.242777652471405,Medium
STARLINK-1978,-45.179715223589305,137.8038864841636,501.03045884896716,45.179715223589305,Medium
STARLINK-1979,-38.45653088596163,170.30158462351207,560.3305510505414,38.45653088596163,Medium
STARLINK-1982,-25.6013652162202,153.64588581377464,301.5256182293086,25.6013652162202,Medium
STARLINK-1986,52.34374012176289,-73.7444327852611,521.9233301882656,52.34374012176289,High
STARLINK-1991,-42.117924564724206,64.29973105758773,562.0452276393506,42.117924564724206,Medium
STARLINK-1993,-51.669731852873234,140.64496687822103,565.7855865466759,51.669731852873234,High
STARLINK-1994,-1.3760803813652733,32.774755717996115,548.2299915834034,1.3760803813652733,Low
STARLINK-1995,-39.00374580028294,89.03168456874197,560.6229119508498,39.00374580028294,Medium
STARLINK-1997,24.80400093658179,-108.03224623083032,547.7434401112338,24.80400093658179,Medium
STARLINK-2001,49.494467590150485,-67.14223425857546,552.3905308659214,49.494467590150485,Medium
STARLINK-2021,-45.78404317820492,151.50558726508856,563.2918635205731,45.78404317820492,Medium
STARLINK-2024,-52.68625310727692,122.81792501515635,566.0420331527254,52.68625310727692,High
TJS-6,0.3506811830057821,178.5095599206073,35779.61759600876,0.3506811830057821,Low
STARLINK-1609,-10.771669608194793,-106.4365504600313,550.0198534975702,10.771669608194793,Medium
STARLINK-1645,9.454452029838073,-91.11001994558295,547.2204727399608,9.454452029838073,Low
STARLINK-1655,-41.57530844733608,155.18155240547665,561.5656913303053,41.57530844733608,Medium
STARLINK-1669,-18.716768081716104,-132.93416639717339,552.9393158953678,18.716768081716104,Medium
STARLINK-1704,-22.359123944905868,-116.1835318451246,554.0037276140642,22.359123944905868,Medium
STARLINK-1761,52.35210118000489,-48.13151730320572,319.45402928346147,52.35210118000489,High
STARLINK-1972,-8.727514455549,160.1495859407293,549.8610077452935,8.727514455549,Low
STARLINK-1973,-25.139356431849258,102.28381959231609,554.9553608654066,25.139356431849258,Medium
STARLINK-1983,2.674301489201497,59.82947300417927,547.6065839944658,2.674301489201497,Low
STARLINK-1992,-27.009961574541084,9.154983495664002,555.6906683921541,27.009961574541084,Medium
STARLINK-2010,18.107388284934824,38.38476918572672,252.3404531989208,18.107388284934824,Medium
STARLINK-2015,38.38481951537699,-49.59019439838582,549.9911758019199,38.38481951537699,Medium
STARLINK-2019,-23.11173687043335,5.359732123070094,554.2237140446358,23.11173687043335,Medium
STARLINK-2022,-13.779670186683973,-129.18523938609837,523.5315165895009,13.779670186683973,Medium
STARLINK-2030,-26.09597468845328,84.379047963744,324.24053529988703,26.09597468845328,Medium
STARLINK-2031,51.182627456284166,-49.869254062989846,552.4939621546547,51.182627456284166,High
STARLINK-2032,41.95777639011032,-75.99583208359766,550.7152467696922,41.95777639011032,Medium
STARLINK-2033,33.411136745526036,32.18047600306983,548.7740771486035,33.411136745526036,Medium
STARLINK-2036,6.511608373837357,76.83904294339926,547.2346177039692,6.511608373837357,Low
STARLINK-2038,-21.63363693973059,43.07254420623775,367.2256544024576,21.63363693973059,Medium
STARLINK-2039,-5.438864596853869,85.83000668619711,549.1961552572238,5.438864596853869,Low
STARLINK-2040,52.665838968894626,-16.985856296681213,553.0788754517847,52.665838968894626,High
STARLINK-2041,47.32636712702595,-44.028326667450855,551.5857940570734,47.32636712702595,Medium
STARLINK-2043,16.674668136214567,134.70458197133843,364.73770461002084,16.674668136214567,Medium
STARLINK-2052,32.25584643552418,-90.08781334873777,548.7075374473304,32.25584643552418,Medium
STARLINK-2058,-35.745137044737184,114.3185332481718,559.2915830496498,35.745137044737184,Medium
STARLINK-2065,36.829422628627846,17.681291606079157,549.6634236760691,36.829422628627846,Medium
STARLINK-2083,-44.91570163241627,-0.03393109989808765,563.249049104914,44.91570163241627,Medium
STARLINK-2095,-52.75144995972323,167.7382690632746,513.0383600058906,52.75144995972323,High
YAOGAN-31 03A,-16.95567630595949,-52.69252069770095,1195.7558085922253,16.95567630595949,Medium
YAOGAN-31 03B,-17.042638336443797,-51.77826001777495,1195.9946095483178,17.042638336443797,Medium
YAOGAN-31 03C,-17.877754944940158,-52.295824345179476,1195.5863592895842,17.877754944940158,Medium
AMAZONIA 1,-62.9703172437898,-65.90385499581375,780.4795913493822,62.9703172437898,High
ARKTIKA-M 1,15.361561662260813,158.88490924461686,10662.374564616908,15.361561662260813,Medium
STARLINK-2068,-51.835701609027325,-80.90314417290887,566.0139718738873,51.835701609027325,High
STARLINK-2107,-28.728096762379014,165.9476387598189,556.090396324131,28.728096762379014,Medium
STARLINK-2116,13.25345519100446,-28.106121066313104,546.953797488865,13.25345519100446,Medium
STARLINK-2131,38.92595258456757,68.90633842008269,549.8101050001147,38.92595258456757,Medium
STARLINK-2140,-49.228372008955944,-13.391184287570596,564.9293631136377,49.228372008955944,Medium
STARLINK-2141,-51.21636929803612,-69.6948371290744,566.1845175385569,51.21636929803612,High
STARLINK-2142,-47.50235931667312,-172.19711624496517,472.1013985841728,47.50235931667312,Medium
STARLINK-2143,-29.881055514785583,26.294775522749347,557.1725614766282,29.881055514785583,Medium
STARLINK-2144,-28.709543695918004,-114.07189412867159,556.4068541944009,28.709543695918004,Medium
STARLINK-2146,18.5689597192678,113.84924508758498,353.5544428433505,18.5689597192678,Medium
STARLINK-2147,24.870950310690837,52.03389495125785,547.5547023756094,24.870950310690837,Medium
STARLINK-2150,40.62481856809171,96.6560269736565,549.9753374258462,40.62481856809171,Medium
STARLINK-2156,9.242718863014089,38.74123237473106,547.3297839166388,9.242718863014089,Low
STARLINK-2159,-13.388749807301837,-127.99567202723924,551.0284485124699,13.388749807301837,Medium
STARLINK-2160,-42.092032794294695,-95.75071517615245,562.2374539057565,42.092032794294695,Medium
STARLINK-2161,-49.52652317889938,-87.02487370664632,565.0959454389454,49.52652317889938,Medium
STARLINK-2162,-48.162811979002555,-24.90924532950607,564.6667234275325,48.162811979002555,Medium
STARLINK-2163,-25.031278201096175,-127.81051442269444,555.2485208246214,25.031278201096175,Medium
STARLINK-2164,-22.429737728707995,13.767908749141851,553.9597454879225,22.429737728707995,Medium
STARLINK-2169,-12.742134631299603,27.00945851380219,550.9156574783707,12.742134631299603,Medium
STARLINK-2170,45.71552285669134,171.67881583005286,551.153606875389,45.71552285669134,Medium
STARLINK-2171,-52.69487468120697,-37.25255632740513,566.420785342957,52.69487468120697,High
STARLINK-2178,-17.32515787756302,-114.76106937862271,552.2440813376085,17.32515787756302,Medium
STARLINK-2180,-50.40000400131362,-58.54253813335829,565.5583114889881,50.40000400131362,High
STARLINK-2184,-12.509098866417938,34.167314104521935,334.5948554623508,12.509098866417938,Medium
STARLINK-2185,52.6959888395925,142.7371164811946,552.7174744133466,52.6959888395925,High
STARLINK-2193,27.97619267560777,-166.66264839858815,547.9982105021371,27.97619267560777,Medium
STARLINK-2194,52.8211238673132,117.1914444547748,552.2867457912043,52.8211238673132,High
STARLINK-2195,29.803964882148726,-153.61823184867887,547.9466296727646,29.803964882148726,Medium
STARLINK-2196,14.595857879022574,-139.48342933826137,547.0850550849975,14.595857879022574,Medium
STARLINK-2209,-18.61300346582995,27.15692716755605,552.838680996847,18.61300346582995,Medium
STARLINK-2210,-49.92532828726732,-47.35798577804215,315.3198245283563,49.92532828726732,Medium
STARLINK-2211,33.38225394292479,-167.78345944012722,548.8882506702272,33.38225394292479,Medium
STARLINK-2213,-2.697492782701397,39.726964742188926,548.6877383247913,2.697492782701397,Low
STARLINK-2257,51.247327843244996,150.46854576446893,552.2830105729986,51.247327843244996,High
STARLINK-2314,11.26661602440979,65.30902265904025,546.9009196587659,11.26661602440979,Medium
STARLINK-2315,50.12253551564933,178.21278865118262,552.0453537002254,50.12253551564933,High
STARLINK-2319,-44.90223277206823,-80.06382530825961,563.1436874447973,44.90223277206823,Medium
STARLINK-2322,33.30511368770495,-127.6819196948144,548.5938242178016,33.30511368770495,Medium
STARLINK-2334,47.450248679323366,116.31129747956896,551.201707176698,47.450248679323366,Medium
STARLINK-2338,-10.631711759707917,53.67524680267807,550.1456078889371,10.631711759707917,Medium
STARLINK-2373,-40.09211349014131,22.724464621652903,561.211741976878,40.09211349014131,Medium
STARLINK-2377,49.14799827722849,-153.12599130595618,551.8000939110402,49.14799827722849,Medium
STARLINK-2379,-47.418078566522524,-63.77388637433068,564.2098298460738,47.418078566522524,Medium
STARLINK-2380,-53.07955152021228,-33.75657787805333,566.5399788664041,53.07955152021228,High
STARLINK-2381,26.06084703596435,-139.7079081451606,547.5996305921318,26.06084703596435,Medium
STARLINK-2383,48.5187079059843,144.51708245202204,551.8943127550361,48.5187079059843,Medium
STARLINK-2385,5.357733047914069,65.76764837520209,547.4469566461082,5.357733047914069,Low
STARLINK-2386,-5.387881799285425,-113.96613435816101,548.928306637121,5.387881799285425,Low
STARLINK-2387,12.529956633719646,-112.81039333858307,546.9288823345872,12.529956633719646,Medium
STARLINK-2388,-32.38053790672192,-99.93929493826562,557.5664284535789,32.38053790672192,Medium
STARLINK-2389,46.17229499600201,127.93387030625358,551.2759599348569,46.17229499600201,Medium
STARLINK-2391,-52.426702978186874,-11.83495341780173,566.615621375757,52.426702978186874,High
STARLINK-2393,-17.389022068043346,-74.70719810822715,552.2299077242839,17.389022068043346,Medium
STARLINK-2395,18.369129818676022,-112.63384565528513,547.1424905499581,18.369129818676022,Medium
STARLINK-2396,-12.719220376016144,67.03345191521711,551.2550529724431,12.719220376016144,Medium
STARLINK-2399,-45.714211330352164,31.671527651077124,563.3942191938467,45.714211330352164,Medium
STARLINK-2400,-13.430211206588597,-87.96399461879511,551.1471256983458,13.430211206588597,Medium
STARLINK-2401,8.842071199489133,-99.46891064391926,547.1696223317366,8.842071199489133,Low
STARLINK-2402,-1.5385571189463267,-97.11282841646651,548.2832022866381,1.5385571189463267,Low
STARLINK-2406,28.687068848227533,105.91102268594794,548.178308476315,28.687068848227533,Medium
STARLINK-2407,-10.627605817318061,83.6705539210257,550.2852060978244,10.627605817318061,Medium
STARLINK-2408,-52.44916402558938,-21.648422825280374,566.568004159792,52.44916402558938,High
STARLINK-2409,-33.446310165483716,52.13370868594043,558.3490417381929,33.446310165483716,Medium
STARLINK-2410,-28.70540812035618,-74.07353142109349,556.2376241226417,28.70540812035618,Medium
STARLINK-2411,-42.14643792222038,-55.65096149618572,561.8147564304826,42.14643792222038,Medium
STARLINK-2413,-22.474857004746525,53.962918036068395,553.8489661567922,22.474857004746525,Medium
STARLINK-2415,-29.82496979868992,66.35689879252695,556.7107828536365,29.82496979868992,Medium
STARLINK-2416,-50.57079959818004,9.7705304049807,343.0726642918534,50.57079959818004,High
STARLINK-2419,-44.92212739846485,-40.01162308839391,563.5612810515687,44.92212739846485,Medium
STARLINK-2420,-43.516865393161126,-68.00042541806312,562.7909499388942,43.516865393161126,Medium
STARLINK-2422,45.72529820781993,-148.34789807762604,551.207617946998,45.72529820781993,Medium
STARLINK-2423,-18.555278140603924,67.20687837687758,552.5251181147598,18.555278140603924,Medium
STARLINK-2424,-52.701041601526,2.68451208572459,566.3944171645591,52.701041601526,High
STARLINK-2426,2.6201975096200405,-100.12715714348828,547.5695678632025,2.6201975096200405,Low
STARLINK-2427,39.96014697378363,-157.06356567045597,549.9582513611796,39.96014697378363,Medium
STARLINK-2429,42.01012709441669,124.09681356980875,550.2200921882909,42.01012709441669,Medium
STARLINK-2431,-52.42807763605421,-51.79867895302603,566.1705555500575,52.42807763605421,High
STARLINK-2432,-21.268591428209962,-101.32825215424364,554.6208765318759,21.268591428209962,Medium
STARLINK-2433,-35.782834831397636,-85.63314078953994,559.2836921666201,35.782834831397636,Medium
STARLINK-2435,53.19866920738629,175.4550878742786,552.5102081681482,53.19866920738629,High
STARLINK-2446,52.69122208717901,-177.21618840544352,552.7471542210307,52.69122208717901,High
STARLINK-2453,-2.681312246640768,79.73964296041208,548.5432242901778,2.681312246640768,Low
SHIYAN-9 (SY-9),6.719981571540434,147.32735275892225,35824.37845813028,6.719981571540434,Low
YAOGAN-31 04A,-44.687921495984206,28.160475503842022,1168.7633334286566,44.687921495984206,Medium
YAOGAN-31 04B,-43.98150868199462,28.17747195457003,1169.799926588859,43.98150868199462,Medium
YAOGAN-31 04C,-43.77675162715641,27.20932828055897,1169.9658363494768,43.77675162715641,Medium
STARLINK-2280,-50.419102337510594,-18.455980334559577,565.6420728159284,50.419102337510594,High
STARLINK-2291,1.3242653329413463,92.73697566908531,547.6183386788066,1.3242653329413463,Low
STARLINK-2326,-41.52923456359363,75.26189718193419,561.6909510278725,41.52923456359363,Medium
STARLINK-2329,14.46900671671464,-99.38150904486207,547.1909315918206,14.46900671671464,Medium
STARLINK-2330,49.15161060267415,166.87107921060402,551.8581761825261,49.15161060267415,Medium
STARLINK-2336,27.934040852329268,-86.61388506569043,547.9981558987478,27.934040852329268,Medium
STARLINK-2340,-52.900241627547096,-31.091378723794914,467.15317274388946,52.900241627547096,High
STARLINK-2342,51.85803104695606,178.99671864413932,552.7547960353415,51.85803104695606,High
STARLINK-2343,6.544046347572702,-73.17539672460572,547.473743129786,6.544046347572702,Low
STARLINK-2346,49.496726818408206,172.86766930882484,551.9269659719155,49.496726818408206,Medium
STARLINK-2354,53.07358404701207,-173.9079872001741,552.813283555363,53.07358404701207,High
STARLINK-2355,21.003914799779793,118.43181793195325,547.3756086826726,21.003914799779793,Medium
STARLINK-2356,46.17583196229067,167.94315472110802,551.2166085159614,46.17583196229067,Medium
STARLINK-2358,47.38031110145564,156.11685050776072,551.5247152368215,47.38031110145564,Medium
STARLINK-2361,29.744909472517435,-113.47138173538838,548.182200519518,29.744909472517435,Medium
STARLINK-2363,50.05819438187532,-151.53797550184004,552.2622231692436,50.05819438187532,High
STARLINK-2364,42.93383425362507,-132.34249567399334,550.4525309677018,42.93383425362507,Medium
STARLINK-2367,53.17214240369635,-155.43899055251663,552.5096117428129,53.17214240369635,High
STARLINK-2368,39.03392079096283,149.0749497111681,549.675942749102,39.03392079096283,Medium
STARLINK-2370,35.65189428273507,134.35376817965155,549.3819541580914,35.65189428273507,Medium
STARLINK-2371,33.837442369054045,147.08221020527122,548.8405813167874,33.837442369054045,Medium
STARLINK-2378,-1.5691042497421894,-87.07923093817512,548.1078181974983,1.5691042497421894,Low
STARLINK-2405,-9.44556084021918,-61.108579532872646,550.0549911258286,9.44556084021918,Low
CAS500-1,-65.74675672720778,116.00366495185304,534.9543976094551,65.74675672720778,High
GRUS-1C,38.6794132418828,85.90543082978036,580.1117113315713,38.6794132418828,Medium
GRUS-1B,73.8660518435763,-60.726699166409105,575.5999774774756,73.8660518435763,High
GRUS-1E,-23.831075716601624,95.89292312095616,590.9961927620994,23.831075716601624,Medium
GRUS-1D,-36.71243403715012,97.85626237451214,597.9533281921304,36.71243403715012,Medium
WILDTRACKCUBE-SIMBA,-63.88905483296528,-88.40117088417088,453.8068460751135,63.88905483296528,High
ELSA-D,74.96935220625717,-34.65819614661639,344.07013975102257,74.96935220625717,High
UNISAT-7,-65.0520839609768,117.2087873444784,497.2335943844149,65.0520839609768,High
GRBALPHA,70.79135134402947,-40.73941589178266,204.72554217625577,70.79135134402947,High
